id_cliente,nombre,tipo_cliente,edad,genero,ultima_compra,frecuencia,valor_monetario,ticket_promedio,vehiculos_comprados,recency,r_score,f_score,m_score,rfm_score,segmento
528,jesus ramirez vargas,nuevo,80,F,,1,69621.0,69621.0,1,999.0,3,2,2,7,Prometedores
529,andres alvarez martinez,nuevo,27,F,,3,211627.0,70542.33333333333,3,999.0,3,4,4,11,Leales
530,patricia cardenas penia,vip,56,M,,0,0.0,,0,999.0,3,1,1,5,Potenciales
531,hernan gonzalez toro,vip,49,M,,3,224452.0,74817.33333333333,3,999.0,3,4,5,12,Leales
533,alvaro vargas ninez,potencial,46,M,,5,286217.0,57243.4,5,999.0,3,5,5,13,Campeones
534,carolina castano dominguez,empresarial,34,F,,4,389140.0,97285.0,4,999.0,3,5,5,13,Campeones
535,sofia gonzalez herrera,nuevo,53,F,,2,146415.0,73207.5,2,999.0,3,3,3,9,Prometedores
536,veronica cifuentes moreno,potencial,30,F,2020-12-20,1,24366.0,24366.0,1,1907.0,1,2,1,4,Potenciales
537,raul herrera garcia,empresarial,41,M,,4,145594.0,36398.5,4,999.0,3,5,3,11,Leales
538,monica cifuentes rodriguez,potencial,21,M,2024-06-05,1,66721.0,66721.0,1,644.0,5,2,2,9,Prometedores
539,raul fernandez ninez,vip,61,M,2021-12-25,3,193050.0,64350.0,3,1537.0,1,4,4,9,Prometedores
540,carolina cifuentes ramirez,nuevo,68,F,,2,83893.0,41946.5,2,999.0,3,3,2,8,Prometedores
541,julian ramirez fernandez,nuevo,52,M,,2,259922.0,129961.0,2,999.0,3,3,5,11,Leales
542,felipe fernandez vargas,nuevo,22,M,,1,75346.0,75346.0,1,999.0,3,2,2,7,Prometedores
543,alejandro rios munoz,recurrente,30,F,2020-03-02,6,498278.0,83046.33333333333,6,2200.0,1,5,5,11,Leales
544,andres rios gonzalez,empresarial,40,M,,3,249561.0,83187.0,3,999.0,3,4,5,12,Leales
546,laura herrera dominguez,nuevo,55,F,,4,31101.0,7775.25,4,999.0,3,5,2,10,Leales
547,valentina gonzalez lopez,recurrente,80,F,,1,70197.0,70197.0,1,999.0,3,2,2,7,Prometedores
548,mauricio vargas herrera,nuevo,63,F,,2,85168.0,42584.0,2,999.0,3,3,2,8,Prometedores
549,andres lopez rodriguez,empresarial,62,F,,2,235033.0,117516.5,2,999.0,3,3,5,11,Leales
550,laura ramirez herrera,potencial,67,M,,1,43347.0,43347.0,1,999.0,3,2,2,7,Prometedores
551,patricia castano gutierrez,nuevo,32,M,,2,115944.0,57972.0,2,999.0,3,3,3,9,Prometedores
552,jesus alvarez garcia,potencial,47,F,2020-11-05,3,238033.0,79344.33333333333,3,1952.0,1,4,5,10,Leales
553,claudia rodriguez sanchez,vip,54,M,,4,341647.0,85411.75,4,999.0,3,5,5,13,Campeones
554,carolina cardenas penia,empresarial,75,F,,1,63245.0,63245.0,1,999.0,3,2,2,7,Prometedores
555,carolina herrera alvarez,potencial,29,F,,4,113350.0,28337.5,4,999.0,3,5,3,11,Leales
556,maria gutierrez moreno,vip,96,M,,2,184144.0,92072.0,2,999.0,3,3,4,10,Leales
557,angela penia garcia,recurrente,45,F,,2,56295.0,28147.5,2,999.0,3,3,2,8,Prometedores
558,monica rodriguez castanio,vip,52,M,,2,150784.0,75392.0,2,999.0,3,3,4,10,Leales
559,andres perez martinez,recurrente,51,F,,3,39227.0,13075.666666666666,3,999.0,3,4,2,9,Prometedores
560,andres rios penia,potencial,44,F,,1,88696.0,88696.0,1,999.0,3,2,2,7,Prometedores
561,mauricio cardenas cruz,empresarial,22,F,,1,50287.0,50287.0,1,999.0,3,2,2,7,Prometedores
562,jose perez castanio,nuevo,30,M,2024-11-07,5,191837.0,38367.4,5,489.0,5,5,4,14,Campeones
563,andres cardenas vargas,potencial,27,M,2021-06-29,1,140563.0,140563.0,1,1716.0,1,2,3,6,Potenciales
564,mauricio garcia fernandez,empresarial,47,F,,2,152675.0,76337.5,2,999.0,3,3,4,10,Leales
565,raul rios vargas,empresarial,75,M,2020-12-10,2,88592.0,44296.0,2,1917.0,1,3,2,6,Potenciales
566,felipe martinez perez,vip,82,M,,1,17827.0,17827.0,1,999.0,3,2,1,6,Potenciales
567,laura herrera perez,empresarial,39,M,,4,218368.0,54592.0,4,999.0,3,5,4,12,Leales
568,monica castano cruz,recurrente,22,F,,2,2000.0,1000.0,2,999.0,3,3,1,7,Prometedores
569,jose lopez vargas,recurrente,27,F,2021-11-02,2,114221.0,57110.5,2,1590.0,1,3,3,7,Prometedores
570,claudia fernandez rios,potencial,30,F,,4,321149.0,80287.25,4,999.0,3,5,5,13,Campeones
571,paola castanio ramirez,potencial,36,M,2022-12-02,2,273338.0,136669.0,2,1195.0,1,3,5,9,Prometedores
572,felipe moreno rios,nuevo,62,F,2020-04-09,3,277936.0,92645.33333333333,3,2162.0,1,4,5,10,Leales
573,benjamin herrera gonzalez,recurrente,73,F,,4,252223.0,63055.75,4,999.0,3,5,5,13,Campeones
574,angela ospina rodriguez,vip,51,M,2023-01-23,4,139368.0,34842.0,4,1143.0,1,5,3,9,Prometedores
575,sofia ospina munioz,empresarial,78,M,,2,163942.0,163942.0,2,999.0,3,3,4,10,Leales
576,claudia cruz ramirez,nuevo,49,F,,1,142060.0,142060.0,1,999.0,3,2,3,8,Prometedores
577,raul herrera rios,recurrente,32,F,,2,66817.0,33408.5,2,999.0,3,3,2,8,Prometedores
578,felipe alvarez perez,vip,24,F,2021-08-30,1,58092.0,58092.0,1,1654.0,1,2,2,5,Potenciales
579,valentina garcia rodriguez,potencial,37,M,,2,130979.0,65489.5,2,999.0,3,3,3,9,Prometedores
581,mauricio gonzalez martinez,vip,40,F,,6,203774.0,33962.333333333336,6,999.0,3,5,4,12,Leales
582,daniela cifuentes garcia,vip,40,F,,3,182518.0,60839.333333333336,3,999.0,3,4,4,11,Leales
584,raul ospina espania,nuevo,26,M,,2,184936.0,92468.0,2,999.0,3,3,4,10,Leales
585,angela ninez herrera,recurrente,66,M,,1,1000.0,1000.0,1,999.0,3,2,1,6,Potenciales
586,jose herrera ospina,nuevo,30,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
587,julian ninez espania,potencial,42,M,2024-01-07,2,78931.0,39465.5,2,794.0,5,3,2,10,Leales
588,veronica rios cardenas,potencial,43,F,2024-10-19,3,169446.0,56482.0,3,508.0,5,4,4,13,Campeones
589,ricardo fernandez espana,recurrente,60,F,,1,110831.0,110831.0,1,999.0,3,2,3,8,Prometedores
590,maria gutierrez alvarez,empresarial,28,F,,2,85528.0,42764.0,2,999.0,3,3,2,8,Prometedores
591,carolina ospina dominguez,empresarial,63,F,,5,309768.0,61953.6,5,999.0,3,5,5,13,Campeones
592,valentina martinez espania,nuevo,76,M,2021-03-26,5,343141.0,68628.2,5,1811.0,1,5,5,11,Leales
593,sebastian rodriguez cardenas,vip,79,F,2023-09-24,3,272286.0,90762.0,3,899.0,5,4,5,14,Campeones
594,patricia garcia vargas,recurrente,39,M,,3,111144.0,37048.0,3,999.0,3,4,3,10,Leales
595,hernan herrera gonzalez,potencial,21,M,2023-05-15,5,447781.0,89556.2,5,1031.0,1,5,5,11,Leales
596,mauricio lopez vargas,potencial,78,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
597,andres cardenas herrera,vip,39,F,2021-10-25,3,204610.0,68203.33333333333,3,1598.0,1,4,4,9,Prometedores
598,maria rios vargas,empresarial,28,M,,1,1000.0,1000.0,1,999.0,3,2,1,6,Potenciales
599,carolina martinez garcia,vip,67,F,,2,31003.0,15501.5,2,999.0,3,3,2,8,Prometedores
600,daniela toro gonzalez,empresarial,46,F,,1,138709.0,138709.0,1,999.0,3,2,3,8,Prometedores
601,camilo dominguez gonzalez,nuevo,21,F,,3,255012.0,85004.0,3,999.0,3,4,5,12,Leales
602,valentina castano gonzalez,vip,54,M,,2,84826.0,42413.0,2,999.0,3,3,2,8,Prometedores
603,alejandro penia rios,potencial,55,F,,2,203008.0,101504.0,2,999.0,3,3,4,10,Leales
604,diego rios cardenas,vip,30,M,,3,138458.0,46152.666666666664,3,999.0,3,4,3,10,Leales
605,benjamin rodriguez castanio,nuevo,26,F,,3,254573.0,84857.66666666667,3,999.0,3,4,5,12,Leales
606,jose cruz vargas,potencial,54,F,,1,39156.0,39156.0,1,999.0,3,2,2,7,Prometedores
607,diego castanio vargas,vip,24,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
608,daniela perez gonzalez,recurrente,73,F,,4,218773.0,54693.25,4,999.0,3,5,4,12,Leales
609,claudia castanio toro,nuevo,39,F,,3,3000.0,1000.0,3,999.0,3,4,1,8,Prometedores
610,monica cifuentes castano,recurrente,26,F,,2,109378.0,54689.0,2,999.0,3,3,3,9,Prometedores
611,andres gonzalez fernandez,vip,56,F,,2,152191.0,76095.5,2,999.0,3,3,4,10,Leales
612,alvaro cruz fernandez,recurrente,43,M,,2,69646.0,69646.0,2,999.0,3,3,2,8,Prometedores
613,ricardo cardenas vargas,recurrente,18,M,2022-09-29,5,28869.0,7217.25,5,1259.0,1,5,1,7,Prometedores
614,jose lopez rodriguez,vip,41,F,,3,172879.0,57626.333333333336,3,999.0,3,4,4,11,Leales
615,carolina toro ramirez,nuevo,47,F,,3,165272.0,55090.666666666664,3,999.0,3,4,4,11,Leales
616,mauricio perez toro,vip,55,M,,3,131005.0,43668.333333333336,3,999.0,3,4,3,10,Leales
617,benjamin herrera moreno,nuevo,30,F,,4,246181.0,61545.25,4,999.0,3,5,5,13,Campeones
618,mauricio fernandez perez,recurrente,24,F,,1,47563.0,47563.0,1,999.0,3,2,2,7,Prometedores
619,sofia garcia cardenas,nuevo,61,F,,3,198450.0,66150.0,3,999.0,3,4,4,11,Leales
620,claudia castano ninez,potencial,63,M,,3,168770.0,56256.666666666664,3,999.0,3,4,4,11,Leales
621,camilo fernandez ramirez,empresarial,30,M,2021-11-09,2,148068.0,74034.0,2,1583.0,1,3,3,7,Prometedores
622,alejandro rios munioz,vip,30,M,2024-04-07,1,1000.0,1000.0,1,703.0,5,2,1,8,Prometedores
623,daniela niniez munoz,nuevo,61,M,,3,156714.0,52238.0,3,999.0,3,4,4,11,Leales
624,angela perez rios,potencial,66,M,,0,0.0,,0,999.0,3,1,1,5,Potenciales
625,paola cardenas cifuentes,empresarial,41,F,,1,100700.0,100700.0,1,999.0,3,2,3,8,Prometedores
626,felipe cardenas moreno,empresarial,50,F,,2,235814.0,117907.0,2,999.0,3,3,5,11,Leales
628,veronica gonzalez herrera,vip,51,M,,1,76697.0,76697.0,1,999.0,3,2,2,7,Prometedores
629,julian toro vargas,empresarial,77,M,,1,151593.0,151593.0,1,999.0,3,2,4,9,Prometedores
630,diego herrera perez,recurrente,48,F,,3,3000.0,1000.0,3,999.0,3,4,1,8,Prometedores
631,sebastian cardenas sanchez,empresarial,43,M,2021-07-10,4,292772.0,73193.0,4,1705.0,1,5,5,11,Leales
632,valentina penia sanchez,nuevo,58,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
634,claudia sanchez alvarez,empresarial,24,M,,3,167628.0,55876.0,3,999.0,3,4,4,11,Leales
635,hernan ospina ospina,recurrente,32,F,,0,0.0,,0,999.0,3,1,1,5,Potenciales
636,camilo dominguez penia,recurrente,46,M,,3,205600.0,68533.33333333333,3,999.0,3,4,4,11,Leales
637,camilo perez gutierrez,vip,71,M,,1,104567.0,104567.0,1,999.0,3,2,3,8,Prometedores
638,sebastian munioz espania,empresarial,62,M,,0,0.0,,0,999.0,3,1,1,5,Potenciales
639,veronica lopez perez,empresarial,58,M,,3,278553.0,92851.0,3,999.0,3,4,5,12,Leales
640,carolina gutierrez garcia,potencial,53,M,,3,262986.0,131493.0,3,999.0,3,4,5,12,Leales
641,maria gonzalez fernandez,nuevo,27,M,,1,25700.0,25700.0,1,999.0,3,2,1,6,Potenciales
642,natalia fernandez lopez,recurrente,22,M,,2,53324.0,26662.0,2,999.0,3,3,2,8,Prometedores
643,mauricio martinez gonzalez,recurrente,47,M,,2,148895.0,74447.5,2,999.0,2,3,3,8,Prometedores
644,alvaro castanio dominguez,nuevo,38,M,2020-12-07,3,142408.0,47469.333333333336,3,1920.0,1,4,3,8,Prometedores
645,ricardo martinez garcia,empresarial,39,F,2023-04-07,3,55888.0,18629.333333333332,3,1069.0,1,4,2,7,Prometedores
646,angela martinez garcia,empresarial,22,F,2024-01-18,2,33202.0,16601.0,2,783.0,5,3,2,10,Leales
647,ricardo gutierrez espania,empresarial,39,F,,2,199830.0,99915.0,2,999.0,2,3,4,9,Prometedores
648,andres espania rodriguez,vip,63,F,2022-01-20,3,197516.0,65838.66666666667,3,1511.0,1,4,4,9,Prometedores
649,natalia dominguez sanchez,vip,35,F,,2,33735.0,16867.5,2,999.0,2,3,2,7,Prometedores
650,maria ramirez perez,recurrente,41,F,2022-01-06,2,253622.0,126811.0,2,1525.0,1,3,5,9,Prometedores
651,claudia cruz perez,vip,21,M,,3,98718.0,49359.0,3,999.0,2,4,3,9,Prometedores
652,camilo niniez ospina,potencial,40,F,,2,187333.0,93666.5,2,999.0,2,3,4,9,Prometedores
653,felipe castanio ninez,potencial,44,F,2021-08-05,1,35185.0,35185.0,1,1679.0,1,2,2,5,Potenciales
654,benjamin ramirez niniez,recurrente,48,F,,4,253876.0,63469.0,4,999.0,2,5,5,12,Leales
655,claudia vargas cruz,potencial,63,F,2022-11-14,4,129385.0,32346.25,4,1213.0,1,5,3,9,Prometedores
656,sofia cifuentes espania,empresarial,65,M,2022-05-16,5,298040.0,59608.0,5,1395.0,1,5,5,11,Leales
657,diego lopez espania,recurrente,41,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
658,claudia moreno alvarez,nuevo,37,M,,2,32004.0,16002.0,2,999.0,2,3,2,7,Prometedores
659,paola gonzalez rios,potencial,100,F,,2,138611.0,69305.5,2,999.0,2,3,3,8,Prometedores
660,paola espania sanchez,recurrente,60,M,,6,388699.0,64783.166666666664,6,999.0,2,5,5,12,Leales
661,valentina herrera cifuentes,recurrente,63,M,,3,115921.0,38640.333333333336,3,999.0,2,4,3,9,Prometedores
662,julian ospina ospina,empresarial,74,F,,7,729907.0,104272.42857142857,7,999.0,2,5,5,12,Leales
663,claudia lopez gonzalez,potencial,66,M,2021-08-30,2,65121.0,32560.5,2,1654.0,1,3,2,6,Potenciales
664,jose vargas cruz,recurrente,48,M,2023-04-24,5,98137.0,19627.4,5,1052.0,1,5,3,9,Prometedores
665,patricia castanio perez,potencial,27,F,,3,99305.0,33101.666666666664,3,999.0,2,4,3,9,Prometedores
666,raul rodriguez gutierrez,recurrente,70,M,2024-02-16,6,101630.0,16938.333333333332,6,754.0,5,5,3,13,Campeones
667,daniela rodriguez cruz,empresarial,65,F,,4,434722.0,108680.5,4,999.0,2,5,5,12,Leales
668,monica fernandez espania,recurrente,30,M,,2,107336.0,53668.0,2,999.0,2,3,3,8,Prometedores
669,julian lopez ospina,nuevo,35,M,,1,44866.0,44866.0,1,999.0,2,2,2,6,Potenciales
670,raul cruz rodriguez,empresarial,47,F,2021-12-10,2,145774.0,72887.0,2,1552.0,1,3,3,7,Prometedores
671,veronica ospina rodriguez,recurrente,32,M,2024-10-19,3,338203.0,112734.33333333333,3,508.0,5,4,5,14,Campeones
672,jose cifuentes alvarez,potencial,63,M,,1,1000.0,1000.0,1,999.0,2,2,1,5,Potenciales
673,diego ospina pena,nuevo,58,M,,4,114827.0,28706.75,4,999.0,2,5,3,10,Leales
674,mauricio fernandez rios,nuevo,32,F,,3,157636.0,52545.333333333336,3,999.0,2,4,4,10,Leales
675,carolina cruz ramirez,vip,18,M,,1,25022.0,25022.0,1,999.0,2,2,1,5,Potenciales
676,carolina moreno ninez,empresarial,26,F,2022-11-25,2,120341.0,60170.5,2,1202.0,1,3,3,7,Prometedores
677,claudia cruz martinez,empresarial,60,F,,0,0.0,,0,999.0,2,1,1,4,Potenciales
678,alvaro gonzalez penia,potencial,30,M,2021-10-25,3,85806.0,28602.0,3,1598.0,1,4,2,7,Prometedores
679,sebastian rodriguez vargas,vip,39,M,,2,48400.0,24200.0,2,999.0,2,3,2,7,Prometedores
680,jesus toro sanchez,nuevo,63,F,,1,105306.0,105306.0,1,999.0,2,2,3,7,Prometedores
681,ricardo gonzalez cruz,nuevo,23,M,,1,97573.0,97573.0,1,999.0,2,2,3,7,Prometedores
682,camilo gonzalez ospina,nuevo,71,F,,1,92269.0,92269.0,1,999.0,2,2,2,6,Potenciales
683,sebastian cruz dominguez,nuevo,55,M,,4,62682.0,15670.5,4,999.0,2,5,2,9,Prometedores
684,andres perez espania,recurrente,40,F,,4,321166.0,80291.5,4,999.0,2,5,5,12,Leales
685,daniela sanchez cifuentes,empresarial,61,M,,2,126856.0,63428.0,2,999.0,2,3,3,8,Prometedores
686,felipe toro espana,recurrente,79,M,,2,121882.0,60941.0,2,999.0,2,3,3,8,Prometedores
687,laura ninez penia,vip,72,M,,2,215016.0,107508.0,2,999.0,2,3,4,9,Prometedores
688,jose herrera rios,nuevo,42,F,,2,27845.0,13922.5,2,999.0,2,3,1,6,Potenciales
689,andres vargas espana,nuevo,32,F,,0,0.0,,0,999.0,2,1,1,4,Potenciales
690,alejandro rodriguez herrera,nuevo,19,M,,5,282593.0,56518.6,5,999.0,2,5,5,12,Leales
691,laura ospina ospina,vip,74,F,,2,133742.0,66871.0,2,999.0,2,3,3,8,Prometedores
692,camilo cruz gutierrez,recurrente,48,F,2021-02-16,3,308404.0,102801.33333333333,3,1849.0,1,4,5,10,Leales
693,andres martinez dominguez,potencial,23,F,,2,155962.0,77981.0,2,999.0,2,3,4,9,Prometedores
694,veronica rodriguez fernandez,empresarial,59,M,,2,52207.0,26103.5,2,999.0,2,3,2,7,Prometedores
695,maria niniez sanchez,potencial,46,F,,1,126404.0,126404.0,1,999.0,2,2,3,7,Prometedores
696,valentina espania gutierrez,recurrente,34,M,2021-06-17,4,172732.0,43183.0,4,1728.0,1,5,4,10,Leales
697,jesus rodriguez ospina,empresarial,43,F,,1,1000.0,1000.0,1,999.0,2,2,1,5,Potenciales
698,natalia gonzalez garcia,potencial,40,M,2023-04-14,1,93835.0,93835.0,1,1062.0,1,2,3,6,Potenciales
699,felipe moreno penia,vip,30,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
700,veronica castanio gonzalez,nuevo,73,M,,1,126413.0,126413.0,1,999.0,2,2,3,7,Prometedores
701,alvaro gutierrez garcia,potencial,32,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
702,ricardo moreno alvarez,potencial,48,F,,1,118788.0,118788.0,1,999.0,2,2,3,7,Prometedores
703,monica ramirez castanio,nuevo,45,F,,3,227017.0,75672.33333333333,3,999.0,2,4,5,11,Leales
704,carolina perez ospina,potencial,28,F,,1,1000.0,1000.0,1,999.0,2,2,1,5,Potenciales
705,carolina cruz lopez,empresarial,30,M,,2,29454.0,14727.0,2,999.0,2,3,1,6,Potenciales
706,raul dominguez rodriguez,empresarial,70,M,,1,76741.0,76741.0,1,999.0,2,2,2,6,Potenciales
707,valentina gutierrez vargas,nuevo,77,M,,3,128194.0,42731.333333333336,3,999.0,2,4,3,9,Prometedores
708,natalia rios martinez,recurrente,66,F,,3,156770.0,52256.666666666664,3,999.0,2,4,4,10,Leales
709,laura lopez martinez,nuevo,64,M,,3,296120.0,98706.66666666667,3,999.0,2,4,5,11,Leales
711,hernan perez ramirez,vip,29,M,2024-01-28,2,1000.0,1000.0,2,773.0,5,3,1,9,Prometedores
712,natalia munioz martinez,vip,51,M,2024-09-24,2,2000.0,1000.0,2,533.0,5,3,1,9,Prometedores
713,patricia moreno moreno,recurrente,70,F,,4,84587.0,21146.75,4,999.0,2,5,2,9,Prometedores
714,ricardo dominguez sanchez,empresarial,38,M,,2,116656.0,58328.0,2,999.0,2,3,3,8,Prometedores
715,julian martinez rios,empresarial,66,M,2022-03-09,3,194219.0,64739.666666666664,3,1463.0,1,4,4,9,Prometedores
716,benjamin rios penia,potencial,53,F,,3,206324.0,68774.66666666667,3,999.0,2,4,4,10,Leales
717,claudia ramirez munoz,recurrente,78,F,,0,0.0,,0,999.0,2,1,1,4,Potenciales
718,patricia gonzalez dominguez,recurrente,30,M,,1,109185.0,109185.0,1,999.0,2,2,3,7,Prometedores
719,jesus munoz fernandez,empresarial,29,M,,1,79366.0,79366.0,1,999.0,2,2,2,6,Potenciales
720,sofia garcia castanio,empresarial,36,M,,1,27786.0,27786.0,1,999.0,2,2,1,5,Potenciales
721,veronica dominguez garcia,vip,57,F,,0,0.0,,0,999.0,2,1,1,4,Potenciales
722,natalia vargas penia,vip,48,F,,2,62533.0,31266.5,2,999.0,2,3,2,7,Prometedores
723,claudia espania sanchez,nuevo,74,F,,0,0.0,,0,999.0,2,1,1,4,Potenciales
724,felipe perez cifuentes,potencial,34,F,,3,115025.0,38341.666666666664,3,999.0,2,4,3,9,Prometedores
725,jose cruz rodriguez,nuevo,100,M,,3,66627.0,22209.0,3,999.0,2,4,2,8,Prometedores
726,jesus cifuentes rios,potencial,79,M,,2,193115.0,96557.5,2,999.0,2,3,4,9,Prometedores
727,andres rodriguez ospina,potencial,50,M,,1,108032.0,108032.0,1,999.0,2,2,3,7,Prometedores
729,alejandro ospina cruz,potencial,42,F,,2,223576.0,111788.0,2,999.0,2,3,5,10,Leales
730,ricardo castano cardenas,nuevo,60,M,,3,204289.0,68096.33333333333,3,999.0,2,4,4,10,Leales
731,alvaro ninez penia,vip,21,F,,3,71737.0,23912.333333333332,3,999.0,2,4,2,8,Prometedores
732,andres lopez rios,recurrente,61,M,,1,1000.0,1000.0,1,999.0,2,2,1,5,Potenciales
733,ricardo herrera fernandez,potencial,44,M,,4,172303.0,57434.333333333336,4,999.0,2,5,4,11,Leales
734,diego fernandez rios,potencial,57,F,,2,1000.0,1000.0,2,999.0,2,3,1,6,Potenciales
735,valentina herrera garcia,potencial,52,M,,1,107587.0,107587.0,1,999.0,2,2,3,7,Prometedores
736,alvaro gonzalez sanchez,empresarial,34,F,,4,206113.0,51528.25,4,999.0,2,5,4,11,Leales
737,benjamin sanchez vargas,nuevo,76,F,,1,75432.0,75432.0,1,999.0,2,2,2,6,Potenciales
738,jose ramirez sanchez,empresarial,71,M,,4,219071.0,54767.75,4,999.0,2,5,4,11,Leales
739,andres fernandez cruz,nuevo,39,F,,3,188001.0,62667.0,3,999.0,2,4,4,10,Leales
740,valentina moreno espania,potencial,52,F,,4,478592.0,119648.0,4,999.0,2,5,5,12,Leales
741,camilo toro perez,empresarial,34,M,2022-05-21,3,165217.0,55072.333333333336,3,1390.0,1,4,4,9,Prometedores
742,mauricio lopez gutierrez,potencial,46,M,2024-07-21,2,27436.0,13718.0,2,598.0,5,3,1,9,Prometedores
743,alvaro alvarez niniez,recurrente,67,M,,2,63657.0,31828.5,2,999.0,2,3,2,7,Prometedores
744,felipe martinez sanchez,vip,18,M,,1,1000.0,1000.0,1,999.0,2,2,1,5,Potenciales
745,jesus vargas gutierrez,empresarial,23,F,,3,328682.0,109560.66666666667,3,999.0,2,4,5,11,Leales
746,felipe martinez moreno,recurrente,80,F,,1,105857.0,105857.0,1,999.0,2,2,3,7,Prometedores
747,claudia vargas ospina,recurrente,21,M,,1,89358.0,89358.0,1,999.0,2,2,2,6,Potenciales
748,jesus cifuentes cruz,potencial,19,M,,4,361777.0,90444.25,4,999.0,2,5,5,12,Leales
749,andres lopez toro,recurrente,40,F,2024-12-11,1,66300.0,66300.0,1,455.0,5,2,2,9,Prometedores
750,paola martinez toro,nuevo,47,M,,1,22874.0,22874.0,1,999.0,2,2,1,5,Potenciales
751,sebastian cruz rios,potencial,37,F,2021-09-01,7,613160.0,87594.28571428571,6,1652.0,1,5,5,11,Leales
752,paola moreno ospina,empresarial,24,M,,1,51178.0,51178.0,1,999.0,2,2,2,6,Potenciales
753,alvaro herrera dominguez,vip,72,F,,2,2000.0,1000.0,2,999.0,2,3,1,6,Potenciales
754,mauricio alvarez martinez,recurrente,64,M,,5,348005.0,69601.0,5,999.0,2,5,5,12,Leales
755,valentina fernandez dominguez,nuevo,27,F,,5,282975.0,56595.0,5,999.0,2,5,5,12,Leales
756,alejandro rios rios,nuevo,21,F,,1,1000.0,1000.0,1,999.0,2,2,1,5,Potenciales
757,julian gutierrez rios,recurrente,75,F,,2,106130.0,53065.0,2,999.0,2,3,3,8,Prometedores
758,alejandro perez lopez,nuevo,77,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
759,natalia ramirez vargas,nuevo,30,M,2023-05-31,4,150798.0,37699.5,4,1015.0,1,5,4,10,Leales
760,natalia rodriguez rios,recurrente,68,F,,3,22516.0,7505.333333333333,3,999.0,2,4,1,7,Prometedores
761,patricia ramirez rios,recurrente,26,F,,1,130377.0,130377.0,1,999.0,2,2,3,7,Prometedores
762,ricardo gonzalez lopez,vip,59,M,,3,74869.0,24956.333333333332,3,999.0,2,4,2,8,Prometedores
763,ricardo munoz rios,recurrente,62,F,,2,160228.0,80114.0,2,999.0,2,3,4,9,Prometedores
764,jesus ospina garcia,empresarial,45,F,,1,82695.0,82695.0,1,999.0,2,2,2,6,Potenciales
765,raul vargas alvarez,nuevo,57,M,,1,20807.0,20807.0,1,999.0,2,2,1,5,Potenciales
766,alvaro ospina cardenas,potencial,72,F,,1,118535.0,118535.0,1,999.0,2,2,3,7,Prometedores
767,hernan penia perez,potencial,80,F,,3,27288.0,27288.0,3,999.0,2,4,1,7,Prometedores
768,claudia gutierrez sanchez,empresarial,59,F,2022-03-25,3,135144.0,45048.0,3,1447.0,1,4,3,8,Prometedores
769,jose garcia lopez,recurrente,68,F,,1,28851.0,28851.0,1,999.0,2,2,1,5,Potenciales
771,felipe fernandez rios,empresarial,61,M,,0,0.0,,0,999.0,2,1,1,4,Potenciales
772,jesus garcia alvarez,nuevo,46,F,,2,183663.0,91831.5,2,999.0,2,3,4,9,Prometedores
773,carolina gutierrez munoz,empresarial,30,M,,2,38640.0,19320.0,2,999.0,2,3,2,7,Prometedores
774,benjamin cruz perez,vip,25,F,,3,169902.0,56634.0,3,999.0,2,4,4,10,Leales
775,alvaro moreno gonzalez,potencial,56,M,,1,55063.0,55063.0,1,999.0,2,2,2,6,Potenciales
777,laura espana espania,potencial,37,F,,3,144758.0,48252.666666666664,3,999.0,2,4,3,9,Prometedores
778,benjamin rios lopez,vip,45,M,,3,185599.0,61866.333333333336,3,999.0,2,4,4,10,Leales
779,felipe fernandez cifuentes,empresarial,38,M,,4,208801.0,52200.25,4,999.0,2,5,4,11,Leales
780,paola rios vargas,potencial,76,M,,1,126322.0,126322.0,1,999.0,2,2,3,7,Prometedores
781,patricia ramirez rodriguez,vip,36,M,2023-08-05,2,167178.0,83589.0,2,949.0,5,3,4,12,Leales
782,sebastian martinez fernandez,potencial,42,M,,1,87865.0,87865.0,1,999.0,2,2,2,6,Potenciales
783,diego martinez cifuentes,nuevo,80,M,,1,37558.0,37558.0,1,999.0,2,2,2,6,Potenciales
784,laura moreno gutierrez,vip,50,M,,4,265801.0,66450.25,4,999.0,2,5,5,12,Leales
786,jose pena gonzalez,recurrente,32,M,2021-01-23,3,274358.0,91452.66666666667,3,1873.0,1,4,5,10,Leales
787,jose fernandez herrera,nuevo,70,F,,2,213831.0,106915.5,2,999.0,2,3,4,9,Prometedores
788,carolina ramirez ramirez,empresarial,32,M,,2,122550.0,61275.0,2,999.0,2,3,3,8,Prometedores
789,jose sanchez toro,nuevo,68,M,,1,45287.0,45287.0,1,999.0,2,2,2,6,Potenciales
790,felipe martinez munioz,recurrente,49,F,,2,111260.0,55630.0,2,999.0,2,3,3,8,Prometedores
791,patricia rios ninez,potencial,64,M,,2,124010.0,62005.0,2,999.0,2,3,3,8,Prometedores
